,Ticker,Date,Time,Headline,neg,neu,pos,compound
0,AAPL,Dec-23-20,10:36AM,"Dow Jones Rallies Despite Trump Veto Threat; Apple Approaches New Buy Point, While Tesla Reverses Higher",0.0,0.844,0.156,0.4168
1,AAPL,Dec-23-20,10:36AM,20 Realistic Tech Predictions for 2021 (Part Two),0.0,1.0,0.0,0.0
2,AAPL,Dec-23-20,10:28AM,Dow Jones Stocks To Buy And Watch In December 2020: Apple Approaches New Buy Point,0.0,1.0,0.0,0.0
3,AAPL,Dec-23-20,09:57AM,"Stock Market News for Dec 23, 2020",0.0,1.0,0.0,0.0
4,AAPL,Dec-23-20,09:45AM,"Dow Jones, Stocks Open Mixed As Trump Balks At Coronavirus Bill; Clean Energy Rally Continues; Merck Rises On Covid Treatment Deal",0.0,0.798,0.202,0.5859
5,AAPL,Dec-23-20,09:45AM,Elon Musk Tried to Sell Tesla to Apple,0.0,1.0,0.0,0.0
6,AAPL,Dec-23-20,09:38AM,"Apple Snubbed Chance to Buy Tesla At $65 Billion, Says Elon Musk",0.2,0.667,0.133,-0.25
7,AAPL,Dec-23-20,09:33AM,Obvious reasons why a Tesla-crushing Apple car won't exist,0.0,1.0,0.0,0.0
8,AAPL,Dec-23-20,09:01AM,Apple Might Be Working on an Electric Car: Here's What You Should Know,0.0,1.0,0.0,0.0
9,AAPL,Dec-23-20,08:07AM,Dow Jones Futures Reverse Higher Despite Trump Threat To Veto 'Disgrace' Of A Stimulus Deal,0.0,0.824,0.176,0.4168
10,AAPL,Dec-23-20,07:45AM,"How Has Apple Soared Nearly 70% This Year, But Still Only Costs $1?",0.0,1.0,0.0,0.0
11,AAPL,Dec-23-20,07:31AM,Facebook workers say company is acting like a virus in Apple privacy battle,0.172,0.662,0.166,-0.0258
12,AAPL,Dec-23-20,07:13AM,"Trump and Stimulus, Apple and Tesla, Pfizer - 5 Things You Must Know Wednesday",0.0,1.0,0.0,0.0
13,AAPL,Dec-23-20,06:38AM,Why Apple entering the EV market is 'a good thing',0.0,0.756,0.244,0.4404
14,AAPL,Dec-23-20,06:22AM,"Tesla Faces 'Formidable Bear Case' Over Apple's EV Plans, Says Morgan Stanley",0.0,1.0,0.0,0.0
15,AAPL,Dec-23-20,06:05AM,Here's How Much You Needed to Invest In Apple 10 Years Ago to Be a Millionaire Today,0.0,1.0,0.0,0.0
16,AAPL,Dec-23-20,04:58AM,Apple adds $102bn to its market value on back of self-driving car plans,0.0,0.833,0.167,0.34
17,AAPL,Dec-23-20,03:59AM,IndyBests best tech buys of 2020: From headphones to speakers and projectors,0.0,0.724,0.276,0.6369
18,AAPL,Dec-23-20,01:59AM,"Japan stocks end higher on gains in drugmakers, tech stocks",0.0,0.789,0.211,0.34
19,AAPL,Dec-22-20,10:11PM,Elon Musk says Apple's boss snubbed takeover deal,0.3,0.7,0.0,-0.4588
20,AAPL,Dec-22-20,09:59PM,Apple Added More Gains In A Day On EV Rumors Than GM's Entire Valuation,0.0,0.817,0.183,0.4005
21,AAPL,Dec-22-20,09:33PM,"Unlike Tesla, Apple's Worth Based On Lifetime Value Of Customer Base  Cramer Sees 'Upside' In EV Foray",0.0,0.777,0.223,0.5106
22,AAPL,Dec-22-20,07:24PM,Musk says he tried to sell Tesla to Apple during Model 3 crunch,0.0,1.0,0.0,0.0
23,AAPL,Dec-22-20,07:01PM,Jim Cramer: The Real Market and the Dream Market,0.0,0.8,0.2,0.25
24,AAPL,Dec-22-20,05:49PM,The DJIA and S&P 500 Slip as Tech Stocks Rise,0.0,1.0,0.0,0.0
25,AAPL,Dec-22-20,05:46PM,Musk Says Apple CEO Refused Talks for Tesla at $60 Billion,0.18,0.82,0.0,-0.296
26,AAPL,Dec-22-20,05:16PM,Musk approached Apple to buy Tesla during 'darkest days',0.286,0.714,0.0,-0.4939
27,AAPL,Dec-22-20,04:40PM,"Qorvo, IBD Stock Of The Day, Riding 5G Wireless Upgrade Wave",0.0,1.0,0.0,0.0
28,AAPL,Dec-22-20,04:36PM,Elon Musk says he offered to sell Tesla to Apple but was ignored by Tim Cook,0.164,0.836,0.0,-0.4497
29,AAPL,Dec-22-20,04:31PM,"Apple Car Speculation Drives Stock Higher, But Vehicle Might Not Leave Garage",0.0,0.905,0.095,0.0382
30,AAPL,Dec-22-20,04:30PM,"Stock Market Today: Nasdaq Sets Fresh Record, But Confidence Is Flagging",0.0,0.616,0.384,0.6808
31,AAPL,Dec-22-20,04:29PM,Elon Musk says Tim Cook 'refused' to meet with him about Apple buying Tesla,0.0,1.0,0.0,0.0
32,AAPL,Dec-22-20,04:26PM,Musk tweets he reached out to Apple's Tim Cook for acquiring Tesla,0.0,0.887,0.113,0.1027
33,AAPL,Dec-22-20,04:17PM,US STOCKS-S&P 500 ends lower as new COVID storm clouds overshadow stimulus passage,0.155,0.845,0.0,-0.296
34,AAPL,Dec-22-20,04:10PM,3 Stocks with Strong Dividends to Buy for Growth in 2021,0.0,0.576,0.424,0.7096
35,AAPL,Dec-22-20,04:07PM,Lidar Stocks Rise On Report Apple Could Make A Self-Driving Car,0.0,1.0,0.0,0.0
36,AAPL,Dec-22-20,04:00PM,US STOCKS-S&P 500 ends lower as new COVID storm clouds overshadow stimulus passage,0.155,0.845,0.0,-0.296
37,AAPL,Dec-22-20,03:24PM,2 Trillion Reasons Why the Apple iCar Rumors Will Never Go Away,0.0,1.0,0.0,0.0
38,AAPL,Dec-22-20,03:00PM,"Dow Falls Ahead Of Trump Stimulus Signature, Schumer Wants 'Much More;' Apple Smokes Tesla",0.0,1.0,0.0,0.0
39,AAPL,Dec-22-20,02:49PM,"Apples Car Plan Creates Tesla Bear Case, Morgan Stanley Says",0.0,0.811,0.189,0.2732
40,AAPL,Dec-22-20,02:25PM,Electric vehicle company Canoo lists on Nasdaq,0.0,1.0,0.0,0.0
41,AAPL,Dec-22-20,02:08PM,US STOCKS-S&P 500 struggles for direction as new COVID worries outweigh stimulus-passage boost,0.294,0.556,0.15,-0.3818
42,AAPL,Dec-22-20,01:54PM,"Dow Jones Drops as Apple Plans Electric Car, Boeing Secures 737 MAX Order",0.0,0.839,0.161,0.3182
43,AAPL,Dec-22-20,01:45PM,"Apple targets car production, eyes batteries: Reuters",0.0,1.0,0.0,0.0
44,AAPL,Dec-22-20,01:44PM,Lidar and EV Charging Stocks Jump on Apple Electric Car Report,0.0,1.0,0.0,0.0
45,AAPL,Dec-22-20,01:29PM,Apple Electric Car Splits Wall Street on Its Potential,0.0,1.0,0.0,0.0
46,AAPL,Dec-22-20,01:28PM,Top 4 Mutual Fund Holders of Roku Inc. (ROKU),0.0,0.795,0.205,0.2023
47,AAPL,Dec-22-20,01:28PM,Companies Owned by AAPL,0.0,1.0,0.0,0.0
48,AAPL,Dec-22-20,01:21PM,Top Apple Shareholders,0.0,0.526,0.474,0.2023
49,AAPL,Dec-22-20,01:16PM,"How Apple Makes Money: iPhones, iPads, Macs, and Services",0.0,1.0,0.0,0.0
50,AAPL,Dec-22-20,12:48PM,Why Apple Stock Climbed Higher Today,0.0,1.0,0.0,0.0
51,AAPL,Dec-22-20,12:45PM,Who Cares if Apple Builds a Car? The Stock Is Breaking Out,0.0,0.769,0.231,0.4588
52,AAPL,Dec-22-20,12:39PM,Why QuantumScape Soared Almost 30% Today,0.0,1.0,0.0,0.0
53,AAPL,Dec-22-20,12:34PM,Apple (AAPL) Reportedly Developing Electric Car,0.0,1.0,0.0,0.0
54,AAPL,Dec-22-20,12:34PM,US STOCKS-Nasdaq supported by Apple as weak economic data weighs on Wall Street,0.179,0.679,0.142,-0.1531
55,AAPL,Dec-22-20,12:29PM,Why Tesla Stock Fell Again Today,0.0,1.0,0.0,0.0
56,AAPL,Dec-22-20,12:13PM,Dow Jones Drops Despite Apple Stock's Gain; Trump Expected To Sign Stimulus Bill,0.188,0.812,0.0,-0.4168
57,AAPL,Dec-22-20,11:58AM,"Dow Jones Falls As Congress OKs Stimulus Deal, Trump Signature Expected Quickly; Apple Jumps, While Tesla Skids",0.0,1.0,0.0,0.0
58,AAPL,Dec-22-20,11:08AM,Apple Inches Toward Record After Report on Autonomous Car Plans,0.0,1.0,0.0,0.0
59,AAPL,Dec-22-20,11:02AM,Peloton Sends Nasdaq Skyward; Apple to Challenge Tesla,0.0,0.843,0.157,0.0772
60,AAPL,Dec-22-20,11:00AM,9 best high-end laptops: Work from home with a top performing machine,0.0,0.571,0.429,0.7184
61,AAPL,Dec-22-20,10:59AM,10 best high-end laptops for great performance with sleek design,0.0,0.491,0.509,0.8519
62,AAPL,Dec-22-20,10:56AM,Apple Moves Forward With Plan for Self-Driving Vehicles,0.0,1.0,0.0,0.0
63,AAPL,Dec-22-20,10:53AM,US STOCKS-Nasdaq supported by Apple; Dow and S&P fall on weak economic data,0.179,0.679,0.142,-0.1531
64,AAPL,Dec-22-20,09:58AM,"Dow Jones Fades, Stocks Mixed, As Stimulus Awaits Signature; Apple Rallies On EV News; Peloton Soars On Merger",0.0,0.929,0.071,0.0772
65,AAPL,Dec-22-20,09:38AM,Apple (AAPL) Car May Debut in 2024 With New Battery Technology,0.0,1.0,0.0,0.0
66,AAPL,Dec-22-20,09:00AM,Apple's iPhone 12 Immediately Became the No. 1 5G Phone in the World,0.167,0.833,0.0,-0.296
67,AAPL,Dec-22-20,08:48AM,"Stock indexes look set to rise, Dow flat after Congress passes COVID aid package",0.0,1.0,0.0,0.0
68,AAPL,Dec-22-20,08:24AM,"Dow Jones Futures: Congress OKs Stimulus Deal, Apple, Peloton Rise After Stock Market Rally Rebounds From Key Level",0.0,1.0,0.0,0.0
69,AAPL,Dec-22-20,08:16AM,"Peloton, Apple, Tesla, CarMax - Tuesday's Premarket Movers",0.0,1.0,0.0,0.0
70,AAPL,Dec-22-20,08:07AM,Apple and Others Are Coming for Tesla,0.0,1.0,0.0,0.0
71,AAPL,Dec-22-20,08:06AM,What Lies Ahead for FAAMG Stocks After Explosive Success in 2020?,0.181,0.581,0.239,0.2263
72,AAPL,Dec-22-20,07:23AM,"US STOCKS-Apple props up S&P, Nasdaq futures",0.0,1.0,0.0,0.0
73,AAPL,Dec-22-20,07:03AM,"3 Recession-Proof Stocks to Buy With $3,000",0.0,1.0,0.0,0.0
74,AAPL,Dec-22-20,07:02AM,Apple reportedly working on an electric car sends the stock of this Bill Gates-backed battery startup surging,0.0,1.0,0.0,0.0
75,AAPL,Dec-22-20,06:57AM,"Facebook and Google signed secret pact to maintain status quo and avoid competing, report alleges",0.136,0.864,0.0,-0.296
76,AAPL,Dec-22-20,06:32AM,1 Big Change I'm Making to My Investment Strategy in 2021,0.0,1.0,0.0,0.0
77,AAPL,Dec-22-20,06:15AM,These 10 clunkers are my worst calls from a decades worth of investment advice,0.241,0.647,0.112,-0.4939
78,AAPL,Dec-22-20,05:49AM,Markets are moving away from a 'Darwinistic' phase: Morning Brief,0.0,1.0,0.0,0.0
79,AAPL,Dec-22-20,02:36AM,An Apple-Tesla Showdown Will Happen on the Factory Floor,0.0,1.0,0.0,0.0
80,AAPL,Dec-22-20,01:37AM,"Stimulus Passed; GDP, API Due; Apple Cars - What's up in Markets",0.0,1.0,0.0,0.0
81,AAPL,Dec-21-20,06:42PM,How a Relentless Dealmaker Cracked Silicon Valleys Bros Club,0.0,0.854,0.146,0.0516
82,AAPL,Dec-21-20,05:45PM,Apple (AAPL) Gains As Market Dips: What You Should Know,0.0,0.789,0.211,0.34
83,AAPL,Dec-21-20,05:43PM,"Apple Targets Autonomous Car for Consumers by 2024, Reuters Says",0.0,1.0,0.0,0.0
84,AAPL,Dec-21-20,05:43PM,Apple reportedly plans production of electric car with 'breakthrough battery' in 2024,0.0,1.0,0.0,0.0
85,AAPL,Dec-21-20,05:28PM,NYC Moves Against New Covid Strain; Apple Announces EV Plans,0.118,0.882,0.0,-0.0516
86,AAPL,Dec-21-20,05:05PM,Buy Apple and Microsoft Stock Heading Into 2021?,0.0,1.0,0.0,0.0
87,AAPL,Dec-21-20,05:00PM,"5 at 5: Your Daily Digest for Real Estate Investing, 12/21/2020",0.0,1.0,0.0,0.0
88,AAPL,Dec-21-20,04:28PM,"Googles Aramco Deal Risks Irking Staff Over Oil, Politics",0.208,0.792,0.0,-0.2732
89,AAPL,Dec-21-20,04:28PM,"Apple stock rises, Tesla dips after report that iCar could emerge in 2024",0.0,1.0,0.0,0.0
90,AAPL,Dec-21-20,04:24PM,Apple targets 2024 for car production: RTRS,0.0,1.0,0.0,0.0
91,AAPL,Dec-21-20,01:22PM,Apple Closes All California Stores Due to Spike in COVID-19 Cases,0.0,1.0,0.0,0.0
92,AAPL,Dec-21-20,01:07PM,"Dow Jones Erases Losses Amid Fears Of New Coronavirus Strain; Apple Slides, While Tesla Skids In S&P 500 Debut",0.295,0.705,0.0,-0.6908
93,AAPL,Dec-21-20,01:02PM,Apple Temporarily Shutters Stores: Will Other Retailers Follow?,0.0,1.0,0.0,0.0
94,AAPL,Dec-21-20,11:27AM,Citi Names Dell Stock a Top Pick. A VMware Spinoff Would Be an Added Bonus.,0.0,0.675,0.325,0.6486
95,AAPL,Dec-21-20,10:43AM,How to understand the extremely high stakes of Big Techs antitrust battle,0.191,0.809,0.0,-0.3818
96,AAPL,Dec-21-20,10:36AM,Microsoft (MSFT) Developing Chips for Its Servers and PCs,0.0,1.0,0.0,0.0
97,AAPL,Dec-21-20,10:33AM,Microsoft (MSFT) Reportedly Mulling on Designing Chips In-House,0.0,1.0,0.0,0.0
98,AAPL,Dec-21-20,10:14AM,Top 5 S&P 500 Stocks That Helped the Index Gain in 2020,0.0,0.634,0.366,0.6369
99,AAPL,Dec-21-20,09:38AM,2 Electric Vehicle ETFs Charging Higher,0.0,1.0,0.0,0.0
100,MSFT,Dec-23-20,09:45AM,FAAMG is Highly Overvalued: Is it Worth Paying the Premium?,0.0,0.826,0.174,0.2263
101,MSFT,Dec-23-20,09:44AM,5 Stocks to Ride the Virtual Reality Wave in 2021 & Beyond,0.0,1.0,0.0,0.0
102,MSFT,Dec-23-20,09:16AM,Alphabet (GOOGL) Invests in Indian Startups to Aid Digitization,0.0,1.0,0.0,0.0
103,MSFT,Dec-23-20,08:15AM,3 Catalysts for Google in 2021,0.0,1.0,0.0,0.0
104,MSFT,Dec-23-20,08:05AM,"Here's Who Google, Zoom, Microsoft Call To Find Their Voice",0.0,1.0,0.0,0.0
105,MSFT,Dec-23-20,02:07AM,Poland's CD Projekt sells over 13 mln copies of Cyberpunk 2077,0.0,1.0,0.0,0.0
106,MSFT,Dec-22-20,05:32PM,StockX CEO on the top selling items this holiday season,0.0,0.619,0.381,0.6027
107,MSFT,Dec-22-20,03:00PM,"Dow Falls Ahead Of Trump Stimulus Signature, Schumer Wants 'Much More;' Apple Smokes Tesla",0.0,1.0,0.0,0.0
108,MSFT,Dec-22-20,02:08PM,Companies Owned by MSFT,0.0,1.0,0.0,0.0
109,MSFT,Dec-22-20,02:05PM,Top Microsoft Shareholders,0.0,0.526,0.474,0.2023
110,MSFT,Dec-22-20,02:01PM,"How Microsoft Makes Money: Personal Computing, Cloud Services",0.0,1.0,0.0,0.0
111,MSFT,Dec-22-20,12:13PM,Dow Jones Drops Despite Apple Stock's Gain; Trump Expected To Sign Stimulus Bill,0.188,0.812,0.0,-0.4168
112,MSFT,Dec-22-20,12:00PM,Does Microsoft Pass Our 'Test'?,0.0,1.0,0.0,0.0
113,MSFT,Dec-22-20,11:30AM,Is Microsoft (MSFT) Outperforming Other Computer and Technology Stocks This Year?,0.0,1.0,0.0,0.0
114,MSFT,Dec-22-20,11:00AM,9 best high-end laptops: Work from home with a top performing machine,0.0,0.571,0.429,0.7184
115,MSFT,Dec-22-20,10:59AM,10 best high-end laptops for great performance with sleek design,0.0,0.491,0.509,0.8519
116,MSFT,Dec-22-20,10:51AM,Want to Ride the Bitcoin Wave to New Highs? Bet on These 5 Stocks,0.0,0.902,0.098,0.0772
117,MSFT,Dec-22-20,10:46AM,Cognizant (CTSH) Boosts Data Analytics With Inawisdom Buyout,0.0,0.753,0.247,0.3182
118,MSFT,Dec-22-20,10:22AM,Microsoft (MSFT) Could Hit $300 in 2021,0.0,1.0,0.0,0.0
119,MSFT,Dec-22-20,10:15AM,Here's My Plan for Microsoft,0.0,1.0,0.0,0.0
120,MSFT,Dec-22-20,08:28AM,Coronavirus Fears Driving Cloud Service Demand: 4 Winners,0.377,0.351,0.272,-0.0516
121,MSFT,Dec-22-20,08:06AM,What Lies Ahead for FAAMG Stocks After Explosive Success in 2020?,0.181,0.581,0.239,0.2263
122,MSFT,Dec-22-20,07:30AM,Best Tech Stocks To Buy Or Watch Now: 5 Growth Stocks Leading The Stock Market,0.0,0.638,0.362,0.7783
123,MSFT,Dec-22-20,06:26AM,Google Helps Birth Two Social Media Unicorns in Rapid Succession,0.0,0.645,0.355,0.5267
124,MSFT,Dec-22-20,05:49AM,Markets are moving away from a 'Darwinistic' phase: Morning Brief,0.0,1.0,0.0,0.0
125,MSFT,Dec-22-20,12:52AM,"Indian TikTok clone gets Google, Microsoft backing in $100 mln fund raise",0.0,0.909,0.091,0.0258
126,MSFT,Dec-22-20,12:15AM,"Google, Microsoft, Dell Join Facebook In Legal Fight Against Israeli Surveillance Firm NSO",0.16,0.613,0.227,0.0258
127,MSFT,Dec-21-20,09:20PM,Hackers Targeted Senior U.S. Treasury Officials in Data Breach,0.0,0.816,0.184,0.2023
128,MSFT,Dec-21-20,06:23PM,"Google, Cisco and VMware join Microsoft to oppose NSO Group in WhatsApp spyware case",0.0,0.855,0.145,0.296
129,MSFT,Dec-21-20,05:29PM,"Microsoft, Google, Cisco, VMware join legal battle against hacking company NSO",0.182,0.559,0.259,0.0258
130,MSFT,Dec-21-20,05:29PM,Electronic Arts Makes a Move,0.0,1.0,0.0,0.0
131,MSFT,Dec-21-20,05:05PM,Buy Apple and Microsoft Stock Heading Into 2021?,0.0,1.0,0.0,0.0
132,MSFT,Dec-21-20,04:36PM,Dow Claws Back 400-Point Loss; McConnell Touts 'Bipartisan Breakthrough' Stimulus Deal,0.274,0.726,0.0,-0.34
133,MSFT,Dec-21-20,04:29PM,Wall Street Scrambles to Find Security Plays Amid Unfolding SolarWinds Hack,0.0,0.672,0.328,0.5267
134,MSFT,Dec-21-20,04:28PM,"Googles Aramco Deal Risks Irking Staff Over Oil, Politics",0.208,0.792,0.0,-0.2732
135,MSFT,Dec-21-20,04:26PM,"Cloud Stocks To Watch: Adobe Stock Targets Breakout With AI, Machine Learning",0.0,1.0,0.0,0.0
136,MSFT,Dec-21-20,04:23PM,Microsoft Stock Upgraded To Buy On 2021 Cloud Prospects,0.0,0.784,0.216,0.296
137,MSFT,Dec-21-20,03:10PM,"Dow Jones Turns Higher After 400-Point Intraday Plunge; JPMorgan Flashes Buy Signal, Airbnb Soars To New High",0.0,1.0,0.0,0.0
138,MSFT,Dec-21-20,02:13PM,Microsoft's Reported Plans to Design Its Own CPUs: 5 Thoughts,0.0,1.0,0.0,0.0
139,MSFT,Dec-21-20,01:47PM,Why Intel and AMD Stocks Dipped Today,0.0,1.0,0.0,0.0
140,MSFT,Dec-21-20,11:25AM,Data And Cloud Technologies Helped IT Giants Stay Afloat This Year,0.0,1.0,0.0,0.0
141,MSFT,Dec-21-20,10:43AM,How to understand the extremely high stakes of Big Techs antitrust battle,0.191,0.809,0.0,-0.3818
142,MSFT,Dec-21-20,10:41AM,"Buy Microsoft to Bet on Cloud Growth, Says Citi. Its the Most Bullish Call on Wall Street.",0.0,0.86,0.14,0.3818
143,MSFT,Dec-21-20,10:36AM,Microsoft (MSFT) Developing Chips for Its Servers and PCs,0.0,1.0,0.0,0.0
144,MSFT,Dec-21-20,10:33AM,Microsoft (MSFT) Reportedly Mulling on Designing Chips In-House,0.0,1.0,0.0,0.0
145,MSFT,Dec-21-20,10:14AM,Top 5 S&P 500 Stocks That Helped the Index Gain in 2020,0.0,0.634,0.366,0.6369
146,MSFT,Dec-21-20,10:01AM,Will Zoom (ZM) Run Out Of Steam After COVID-19 Vaccine Arrives?,0.0,1.0,0.0,0.0
147,MSFT,Dec-21-20,09:39AM,"The Zacks Analyst Blog Highlights: NVIDIA, United Parcel Service, Danaher, Microsoft and Broadcom",0.0,0.811,0.189,0.4215
